1.0 3.0 2.0
1.0 6.0 4.0
1.0 9.0 4.0
2.0 11.0 3.0
2.0 18.0 5.0
2.0 19.0 5.0
2.0 35.0 5.0
2.0 36.0 3.0
2.0 38.0 1.0
2.0 40.0 2.0
3.0 44.0 5.0
3.0 47.0 4.0
4.0 63.0 3.0
4.0 66.0 4.0
4.0 71.0 3.0
5.0 79.0 4.0
5.0 80.0 5.0
5.0 83.0 2.0
6.0 86.0 5.0
6.0 89.0 5.0
6.0 94.0 5.0
6.0 95.0 5.0
6.0 100.0 5.0
6.0 101.0 5.0
6.0 103.0 4.0
7.0 117.0 5.0
7.0 119.0 5.0
7.0 121.0 5.0
8.0 141.0 1.0
8.0 146.0 1.0
8.0 153.0 4.0
8.0 156.0 4.0
8.0 159.0 5.0
8.0 163.0 5.0
8.0 168.0 4.0
9.0 171.0 4.0
9.0 179.0 4.0
9.0 182.0 4.0
10.0 174.0 4.0
10.0 191.0 4.0
11.0 197.0 4.0
11.0 207.0 5.0
12.0 209.0 4.0
12.0 211.0 5.0
13.0 222.0 3.0
13.0 225.0 3.0
14.0 230.0 3.0
14.0 235.0 4.0
14.0 236.0 4.0
15.0 246.0 3.0
15.0 250.0 4.0
16.0 252.0 5.0
16.0 255.0 5.0
16.0 261.0 1.0
16.0 275.0 4.0
16.0 276.0 4.0
16.0 278.0 4.0
17.0 282.0 5.0
17.0 285.0 4.0
17.0 289.0 4.0
17.0 292.0 1.0
17.0 296.0 4.0
17.0 297.0 1.0
17.0 298.0 4.0
17.0 304.0 2.0
17.0 306.0 4.0
17.0 320.0 3.0
17.0 337.0 5.0
17.0 341.0 5.0
17.0 343.0 5.0
18.0 356.0 4.0
18.0 360.0 4.0
18.0 361.0 2.0
18.0 367.0 5.0
18.0 375.0 5.0
18.0 377.0 4.0
18.0 378.0 1.0
19.0 100.0 5.0
19.0 388.0 4.0
19.0 391.0 2.0
19.0 395.0 5.0
20.0 399.0 3.0
20.0 400.0 4.0
20.0 402.0 4.0
20.0 410.0 2.0
20.0 412.0 5.0
21.0 418.0 1.0
21.0 425.0 5.0
21.0 429.0 4.0
22.0 155.0 4.0
22.0 431.0 5.0
22.0 435.0 5.0
22.0 437.0 4.0
22.0 441.0 4.0
22.0 453.0 1.0
22.0 456.0 5.0
22.0 459.0 5.0
22.0 461.0 2.0
22.0 469.0 5.0
23.0 475.0 4.0
23.0 476.0 2.0
23.0 480.0 5.0
24.0 483.0 2.0
24.0 484.0 5.0
24.0 489.0 5.0
25.0 498.0 1.0
25.0 506.0 4.0
25.0 508.0 4.0
26.0 509.0 4.0
26.0 511.0 4.0
27.0 525.0 4.0
27.0 529.0 4.0
27.0 530.0 4.0
28.0 548.0 8.0
28.0 550.0 5.0
28.0 552.0 4.0
28.0 556.0 5.0
28.0 557.0 1.0
29.0 562.0 4.0
29.0 565.0 3.0
29.0 572.0 5.0
29.0 574.0 4.0
29.0 587.0 4.0
29.0 589.0 3.0
29.0 602.0 5.0
29.0 604.0 5.0
29.0 605.0 5.0
29.0 606.0 4.0
30.0 611.0 5.0
30.0 612.0 3.0
30.0 614.0 5.0
31.0 628.0 5.0
31.0 630.0 4.0
31.0 633.0 4.0
32.0 100.0 2.0
32.0 638.0 5.0
32.0 640.0 5.0
32.0 647.0 5.0
32.0 649.0 2.0
32.0 653.0 5.0
32.0 657.0 4.0
32.0 660.0 5.0
32.0 666.0 3.0
32.0 678.0 5.0
32.0 679.0 5.0
33.0 386.0 1.0
33.0 683.0 4.0
33.0 688.0 5.0
33.0 698.0 5.0
33.0 700.0 2.0
34.0 708.0 4.0
34.0 711.0 5.0
35.0 731.0 5.0
35.0 734.0 4.0
35.0 739.0 2.0
35.0 742.0 4.0
35.0 746.0 3.0
35.0 753.0 4.0
35.0 754.0 3.0
35.0 758.0 5.0
35.0 759.0 3.0
35.0 763.0 3.0
35.0 764.0 5.0
35.0 771.0 4.0
35.0 781.0 4.0
35.0 783.0 3.0
35.0 786.0 4.0
35.0 788.0 4.0
35.0 792.0 4.0
35.0 794.0 4.0
35.0 798.0 4.0
36.0 806.0 4.0
36.0 807.0 5.0
36.0 812.0 5.0
36.0 814.0 4.0
36.0 819.0 2.0
36.0 823.0 1.0
36.0 824.0 5.0
36.0 826.0 4.0
36.0 830.0 9.0
36.0 841.0 8.0
37.0 843.0 4.0
37.0 848.0 5.0
37.0 854.0 5.0
38.0 857.0 5.0
38.0 863.0 5.0
39.0 643.0 4.0
39.0 871.0 5.0
39.0 872.0 3.0
39.0 873.0 10.0
39.0 879.0 3.0
39.0 881.0 5.0
39.0 883.0 5.0
39.0 891.0 5.0
39.0 898.0 4.0
40.0 117.0 3.0
40.0 909.0 4.0
40.0 918.0 5.0
40.0 921.0 5.0
41.0 123.0 5.0
41.0 927.0 5.0
41.0 928.0 4.0
41.0 933.0 5.0
41.0 934.0 5.0
41.0 939.0 5.0
42.0 947.0 4.0
42.0 949.0 3.0
42.0 953.0 4.0
42.0 961.0 5.0
43.0 51.0 4.0
43.0 209.0 4.0
43.0 888.0 2.0
43.0 965.0 5.0
43.0 967.0 4.0
43.0 968.0 5.0
43.0 973.0 5.0
43.0 974.0 5.0
43.0 976.0 4.0
43.0 977.0 4.0
43.0 981.0 4.0
43.0 988.0 5.0
43.0 994.0 2.0
43.0 1000.0 4.0
43.0 1001.0 4.0
43.0 1003.0 5.0
43.0 1004.0 5.0
43.0 1009.0 5.0
43.0 1013.0 5.0
43.0 1014.0 4.0
43.0 1021.0 5.0
43.0 1025.0 5.0
43.0 1031.0 5.0
43.0 1035.0 4.0
43.0 1037.0 5.0
43.0 1048.0 5.0
43.0 1053.0 5.0
43.0 1054.0 5.0
43.0 1067.0 5.0
