1.0 2.0 4.0
1.0 4.0 3.0
1.0 9.0 2.5
3.0 10.0 3.5
3.0 19.0 4.0
3.0 28.0 3.0
3.0 29.0 3.0
3.0 31.0 3.0
3.0 33.0 2.5
3.0 34.0 3.0
3.0 36.0 2.0
3.0 41.0 4.0
3.0 44.0 4.0
3.0 49.0 3.0
3.0 53.0 4.0
3.0 56.0 2.5
3.0 81.0 2.0
3.0 87.0 3.5
3.0 91.0 1.0
3.0 95.0 3.0
3.0 103.0 4.0
3.0 108.0 0.5
3.0 116.0 1.0
3.0 125.0 2.5
3.0 128.0 0.5
3.0 130.0 2.5
3.0 141.0 4.0
3.0 143.0 1.5
3.0 144.0 4.0
3.0 147.0 4.0
3.0 158.0 4.0
3.0 160.0 3.0
3.0 165.0 3.0
3.0 174.0 4.0
3.0 176.0 3.5
3.0 178.0 4.0
3.0 181.0 4.0
3.0 189.0 4.0
3.0 192.0 4.0
3.0 193.0 4.0
3.0 201.0 3.0
4.0 1.0 3.0
4.0 206.0 3.0
6.0 7.0 3.5
7.0 13.0 2.0
7.0 205.0 2.5
7.0 216.0 4.0
10.0 11.0 4.0
12.0 2.0 3.5
12.0 220.0 3.5
13.0 206.0 4.0
13.0 226.0 2.5
13.0 232.0 3.5
14.0 205.0 0.5
14.0 207.0 0.5
16.0 12.0 3.0
16.0 235.0 3.5
19.0 213.0 3.0
19.0 238.0 2.0
20.0 242.0 3.5
21.0 3.0 3.0
21.0 8.0 4.0
21.0 9.0 4.0
21.0 12.0 4.0
21.0 212.0 3.5
21.0 216.0 3.0
21.0 233.0 4.0
21.0 247.0 4.0
21.0 256.0 3.0
22.0 1.0 4.0
22.0 17.0 4.0
22.0 235.0 3.5
23.0 3.0 4.0
23.0 9.0 3.0
25.0 3.0 4.0
25.0 5.0 3.5
25.0 210.0 3.5
25.0 217.0 2.0
25.0 219.0 3.5
25.0 245.0 3.5
25.0 250.0 4.0
25.0 255.0 3.5
25.0 257.0 2.5
26.0 260.0 1.0
27.0 7.0 1.0
27.0 13.0 2.0
27.0 214.0 3.0
27.0 219.0 1.0
27.0 261.0 3.5
28.0 7.0 2.5
28.0 8.0 4.0
28.0 10.0 1.5
28.0 210.0 2.5
28.0 214.0 3.0
28.0 233.0 3.0
28.0 246.0 2.0
28.0 254.0 2.0
28.0 255.0 3.5
29.0 218.0 4.0
29.0 266.0 0.5
29.0 267.0 0.5
29.0 282.0 3.0
29.0 286.0 4.0
29.0 294.0 3.5
29.0 297.0 3.5
29.0 299.0 4.0
30.0 2.0 0.5
30.0 13.0 4.0
30.0 121.0 4.0
30.0 211.0 1.5
30.0 213.0 1.5
30.0 215.0 2.0
30.0 220.0 0.5
30.0 245.0 1.0
31.0 216.0 3.0
32.0 13.0 4.0
32.0 205.0 3.5
32.0 236.0 2.5
33.0 207.0 3.0
34.0 205.0 2.0
34.0 207.0 4.0
34.0 234.0 4.0
35.0 2.0 3.0
35.0 9.0 2.5
36.0 3.0 3.5
36.0 4.0 4.0
36.0 7.0 4.0
36.0 12.0 3.0
36.0 206.0 4.0
36.0 255.0 4.0
37.0 1.0 4.0
37.0 4.0 4.0
